Media ID,Comment ID,Username,Comment Text,Comment Created At,Translated Comment Text
3350608950220382835,18119541403358035,dolly.la.rose,#love #friends #family #sunset #beach #food #fun #music #health #nature #religion #jesus #fitness #islam #muslim #christian #judaism #buddah #buddhism  #instagram #trending #dinner #breakfast #dog #puppy #cat #tiktok #inspiration #quotes #art #artist #hollywood #funny #celebrity #photography #photooftheday #usa #uk #germany #starbucks #mcdonalds #america #costco #instagram #instagood #instalike #instalikes #insta #instagay #instafashion #instamood #fashion #vogue #instalove #instafood #instaphoto #instacool #instadog #cannabis #weed #food #wcw #tbt #fbf #instacat #instareels #mountains #motivation #happiness #instagood #instadaily #beauty #beautiful #yoga #paris #twitter #pinterest #fashion #flowers #flower #spring #gardening #weekend #workout #travel #worldpeace #astronomy #birthday #baby #travelphotography #reels #interiordesign #spring #tarot #mindfulness #witchcraft #astrology #cannabis #vegetarian #vegan #motherhood #god #allah #420 #april #viral,2024-04-20 21:36:27+00:00,#love #friends #family #sunset #beach #food #fun #music #health #nature #religion #jesus #fitness #islam #muslim #christian #judaism #buddah #buddhism  #instagram #trending #dinner #breakfast #dog #puppy #cat #tiktok #inspiration #quotes #art #artist #hollywood #funny #celebrity #photography #photooftheday #usa #uk #germany #starbucks #mcdonalds #america #costco #instagram #instagood #instalike #instalikes #insta #instagay #instafashion #instamood #fashion #vogue #instalove #instafood #instaphoto #instacool #instadog #cannabis #weed #food #wcw #tbt #fbf #instacat #instareels #mountains #motivation #happiness #instagood #instadaily #beauty #beautiful #yoga #paris #twitter #pinterest #fashion #flowers #flower #spring #gardening #weekend #workout #travel #worldpeace #astronomy #birthday #baby #travelphotography #reels #interiordesign #spring #tarot #mindfulness #witchcraft #astrology #cannabis #vegetarian #vegan #motherhood #god #allah #420 #april #viral
3350608950220382835,18074341186487563,kbiri,@amalali99111 how?,2024-04-20 20:51:57+00:00,@amalali99111 how?
3350608950220382835,18005572631241521,amalali99111,Could you help me ❤️,2024-04-20 20:26:53+00:00,Could you help me ❤️
3350608950220382835,18048220522633000,kamsamnoramaria,❤️❤️❤️❤️,2024-04-20 20:17:59+00:00,
3350608950220382835,18250322692221965,annegenne,That is certainly the truth!,2024-04-20 20:14:22+00:00,That is certainly the truth!
3350608950220382835,18033422509758314,kbiri,Via @sabinescharwachter,2024-04-20 20:13:47+00:00,Via @sabinescharwachter
3359599892253801478,18025080194123882,inthe_mixer,disgusting,2024-05-24 13:28:56+00:00,disgusting
3359599892253801478,18020806199235543,isarride,,2024-05-23 21:35:17+00:00,
3359599892253801478,17938925600823748,ellentjomsland,🙏🇮🇱🇳🇴🇮🇱🇮🇱💞🙋‍♀️elsker Jødene og Israel❣️,2024-05-23 05:22:47+00:00,🙏🇮🇱🇳🇴🇮🇱🇮🇱💞🙋‍♀️love the Jews and Israel❣️
3359599892253801478,17981053019682249,hybris_grindcore,🤮,2024-05-14 16:08:21+00:00,
3359599892253801478,18030794359981392,therealloststar,@livingsababa 💙🇮🇱💙🎗,2024-05-14 15:35:50+00:00,@livingsababa 💙🇮🇱💙🎗
3359599892253801478,17862443397096497,livingsababa,Love this,2024-05-14 15:00:58+00:00,Love this
3359599892253801478,18059080942573146,1371_gman,,2024-05-13 09:22:57+00:00,
3359599892253801478,17847784434186114,president_of_palestine_,They are bankrupt and will close.  Just like Israel,2024-05-07 02:22:55+00:00,They are bankrupt and will close.  Just like Israel
3359599892253801478,17934010403838707,ruthassouline,Now this is BEAUTIFUL ✡️✡️✡️✡️✡️,2024-05-06 20:54:24+00:00,Now this is BEAUTIFUL ✡️✡️✡️✡️✡️
3359599892253801478,18032700322946892,mrandmrsweinstein,Shabbat Shalom Chodesh Tov,2024-05-05 05:42:47+00:00,Shabbat Shalom Chodesh Tov
3359599892253801478,17945112965697527,therealloststar,@louiswoxx 💙✡️💙,2024-05-05 02:37:17+00:00,@louiswoxx 💙✡️💙
3359599892253801478,18041376163840400,therealloststar,@melissaleshem 💙✡️💙,2024-05-05 02:37:12+00:00,@melissaleshem 💙✡️💙
3359599892253801478,18235335259268110,stuartfeldshon,SHABBAT SHALOM!!!,2024-05-04 20:33:30+00:00,SHABBAT SHALOM!!!
3359599892253801478,18002538851595492,louiswoxx,Shabbat Shalom brother 🔥🔥,2024-05-04 06:45:49+00:00,Shabbat Shalom brother 🔥🔥
3359599892253801478,17999828150573790,melissaleshem,Shabbat shalom ❤️,2024-05-04 06:35:08+00:00,Shabbat shalom ❤️
3359599892253801478,18029163097995925,therealloststar,@marabg The Best!!! Shabbat Shalom!!,2024-05-03 22:18:15+00:00,@marabg The Best!!! Shabbat Shalom!!
3359599892253801478,18148453345312574,marabg,"Read,, eat, rest, daven. The usual.",2024-05-03 22:17:20+00:00,"Read,, eat, rest, daven. The usual."
3359599892253801478,18006927446234777,therealloststar,@talking.with.talya Shabbat Shalom!!,2024-05-03 22:14:05+00:00,@talking.with.talya Shabbat Shalom!!
3359599892253801478,18022952879496979,talking.with.talya,"Shabbat shalom, hunny!!❤️❤️❤️❤️",2024-05-03 20:12:35+00:00,"Shabbat shalom, hunny!!❤️❤️❤️❤️"
3359599892253801478,18000613418567668,mnbs_48,Shabbat shalom 💙🇮🇱,2024-05-03 20:08:21+00:00,Shabbat shalom 💙🇮🇱
3359599892253801478,18030814714962768,madrigal_renato,Shabbat Shalom,2024-05-03 20:06:30+00:00,Shabbat Shalom
3359599892253801478,18049509805629171,therealloststar,@squish_bun562 Thank you..Shabbat Shalom!!,2024-05-03 18:50:30+00:00,@squish_bun562 Thank you..Shabbat Shalom!!
3359599892253801478,18029231360061588,melodyfund,Shabbat Shalom💙💙,2024-05-03 18:07:49+00:00,Shabbat Shalom💙💙
3359599892253801478,18057611833566841,rishangarmay,@therealloststar forever ✡️,2024-05-03 17:56:31+00:00,@therealloststar forever ✡️
3359599892253801478,18186220948293390,squish_bun562,@therealloststar Shabbat Shalom to you and you’re family 🇮🇱✡️,2024-05-03 17:47:11+00:00,@therealloststar Shabbat Shalom to you and you’re family 🇮🇱✡️
3359599892253801478,18044699569685766,therealloststar,@renapulse Shabbat Shalom ✡️💙✡️,2024-05-03 17:44:56+00:00,@renapulse Shabbat Shalom ✡️💙✡️
3359599892253801478,18044394286684379,therealloststar,@andweknow_828 Am Israel Chai 🇮🇱 Shabbat Shalom!!,2024-05-03 17:44:37+00:00,@andweknow_828 Am Israel Chai 🇮🇱 Shabbat Shalom!!
3359599892253801478,18088158196441502,therealloststar,Shabbat Shalom 💙✡️💙,2024-05-03 17:44:09+00:00,Shabbat Shalom 💙✡️💙
3359599892253801478,18096518188409199,therealloststar,@charles_ashkenazi Shabbat Shalom 💙✡️💙,2024-05-03 17:43:47+00:00,@charles_ashkenazi Shabbat Shalom 💙✡️💙
3359599892253801478,18033718366788054,therealloststar,@guachevelyn Shabbat Shalom 💙✡️💙🇮🇱🇺🇸🎗,2024-05-03 17:43:15+00:00,@guachevelyn Shabbat Shalom 💙✡️💙🇮🇱🇺🇸🎗
3359599892253801478,18021841349484030,therealloststar,@happyabraham743 Shabbat Shalom achi!!!,2024-05-03 17:42:56+00:00,@happyabraham743 Shabbat Shalom achi!!!
3359599892253801478,18294586495089747,therealloststar,@squish_bun562 💙✡️💙,2024-05-03 17:42:44+00:00,@squish_bun562 💙✡️💙
3359599892253801478,18017046734062614,therealloststar,@adicdang Shabbat Shalom 🇮🇱🇺🇸,2024-05-03 17:41:54+00:00,@adicdang Shabbat Shalom 🇮🇱🇺🇸
3359599892253801478,18034281112923409,therealloststar,@laurelbjudd Shabbat Shalom 🇮🇱💙✡️💙,2024-05-03 17:41:41+00:00,@laurelbjudd Shabbat Shalom 🇮🇱💙✡️💙
3359599892253801478,18023074091501414,therealloststar,@avaha_ro Shabbat Shalom 🇮🇱💙✡️,2024-05-03 17:41:30+00:00,@avaha_ro Shabbat Shalom 🇮🇱💙✡️
3359599892253801478,18341424376186179,therealloststar,@abbbyliv Shabbat Shalom 💙✡️💙🇮🇱,2024-05-03 17:41:11+00:00,@abbbyliv Shabbat Shalom 💙✡️💙🇮🇱
3359599892253801478,18015386795515865,therealloststar,@marorosental Shabbat Shalom ach!!💙✡️💙,2024-05-03 17:41:00+00:00,@marorosental Shabbat Shalom ach!!💙✡️💙
3359599892253801478,18234194380254229,therealloststar,@kaya_berkman_ Shabbat Shalom!!,2024-05-03 17:40:46+00:00,@kaya_berkman_ Shabbat Shalom!!
3359599892253801478,18010574807458592,therealloststar,@ozcingil 💙✡️💙,2024-05-03 17:40:36+00:00,@ozcingil 💙✡️💙
3359599892253801478,18263944753236769,therealloststar,@teicherhelen Amazing..Shabbat Shalom!!,2024-05-03 17:40:24+00:00,@teicherhelen Amazing..Shabbat Shalom!!
3359599892253801478,18049457665635010,therealloststar,@rishangarmay Am Israel Chai 🇮🇱,2024-05-03 17:40:04+00:00,@rishangarmay Am Israel Chai 🇮🇱
3359599892253801478,17923806323868561,therealloststar,@lindsaympagano Shabbat Shalom ✡️💙✡️,2024-05-03 17:39:47+00:00,@lindsaympagano Shabbat Shalom ✡️💙✡️
3359599892253801478,17960332577752991,therealloststar,@iamjenpiras Shabbat Shalom 💙✡️💙,2024-05-03 17:39:33+00:00,@iamjenpiras Shabbat Shalom 💙✡️💙
3359599892253801478,18041278213774106,therealloststar,@travelland_and_sea Shabbat Shalom 💙✡️💙,2024-05-03 17:39:22+00:00,@travelland_and_sea Shabbat Shalom 💙✡️💙
3359599892253801478,18068822851515095,therealloststar,@abdurebecca Shabbat Shalom Family!!,2024-05-03 17:39:12+00:00,@abdurebecca Shabbat Shalom Family!!
3359599892253801478,18232579489258050,abdurebecca,Shabbat Shalom,2024-05-03 16:59:33+00:00,Shabbat Shalom
3359599892253801478,18018757577329292,miluskahart,Shabbat Shalom 💙💙💙,2024-05-03 15:40:23+00:00,Shabbat Shalom 💙💙💙
3359599892253801478,18032467759815220,talmidavi7,Why shabbat Shalom with that symbol?,2024-05-03 15:28:35+00:00,Why shabbat Shalom with that symbol?
3359599892253801478,18037846108868774,guachevelyn,Shabbat Shalom 🙏🇺🇸🎗️🇮🇱💪🫶,2024-05-03 14:27:49+00:00,Shabbat Shalom 🙏🇺🇸🎗️🇮🇱💪🫶
3359599892253801478,18054146785556636,squish_bun562,"I love this , I need make this into stickers",2024-05-03 14:01:23+00:00,"I love this , I need make this into stickers"
3359599892253801478,18223876342263315,luzjaramillo3,Shabat Shalom!!,2024-05-03 13:46:17+00:00,Shabbat Shalom!!
3359599892253801478,17898643124991014,ellenlowskymize,Not Starbucks … antisemitic,2024-05-03 13:18:36+00:00,Not Starbucks … antisemitic
3359599892253801478,17842395969226008,charles_ashkenazi,💙💙💙,2024-05-03 13:04:54+00:00,
3359599892253801478,18043175167694787,abbbyliv,Shabbat shalom 💙,2024-05-03 12:33:42+00:00,Shabbat shalom 💙
3359599892253801478,18325831441193265,happyabraham743,,2024-05-03 12:18:16+00:00,
3359599892253801478,18005137862443242,happyabraham743,Shabbat Shalom wonderful folks!,2024-05-03 12:18:07+00:00,Shabbat Shalom wonderful folks!
3359599892253801478,18057532573573047,vidasarraf,Shabbat Shalom,2024-05-03 12:04:25+00:00,Shabbat Shalom
3359599892253801478,17886100218031608,laurelbjudd,Shabbat Shalom,2024-05-03 11:37:22+00:00,Shabbat Shalom
3359599892253801478,17925914594786592,my_sharonah,❤️,2024-05-03 11:29:53+00:00,
3359599892253801478,17912281121939246,irusikde,Shabbat Shalom 💙,2024-05-03 11:05:24+00:00,Shabbat Shalom 💙
3359599892253801478,17907322985957542,marta.rocca1,WoW super,2024-05-03 10:37:15+00:00,WoW super
3359599892253801478,18050513584628909,adicdang,Shabbat should from Israel 💙💙💙💙,2024-05-03 10:15:33+00:00,Shabbat should from Israel 💙💙💙💙
3359599892253801478,18046670062675606,rishangarmay,😂🇮🇱💜,2024-05-03 09:35:41+00:00,
3359599892253801478,18049644076631850,marorosental,Shabbes achi,2024-05-03 09:08:31+00:00,Shabbes achi
3359599892253801478,17994866678388257,andweknow_828,Shabbat Shalom Am Yisra'el Chai,2024-05-03 08:45:15+00:00,Shabbat Shalom Am Yisra'el Chai
3359599892253801478,18038954383846632,renapulse,💙🇮🇱🙏🏼,2024-05-03 08:12:42+00:00,
3359599892253801478,17914873040923698,moon__grindle,Shabbat Shalom ✡️💙✡️💙🎗️,2024-05-03 07:42:47+00:00,Shabbat Shalom ✡️💙✡️💙🎗️
3359599892253801478,18234650713269186,travelland_and_sea,Shabbat Shalom! 🙏✡️,2024-05-03 07:06:15+00:00,Shabbat Shalom!
3359599892253801478,18054922969529814,barbszmn,💙 Shabbat Shalom,2024-05-03 07:05:14+00:00,💙 Shabbat Shalom
3359599892253801478,18105991993379348,iamjenpiras,Shabbat Shalom 🎗🇮🇱💙🤍💙,2024-05-03 06:59:31+00:00,Shabbat Shalom 🎗🇮🇱💙🤍💙
3359599892253801478,18022802044968266,teicherhelen,Shabat shalom 🙏🕊️✡️🇮🇱💙🎗️🌸🍀🔥🥰💖pray and raise awareness for causes that touches my heart ❤️ and for the survivors of the 7.10.23 🙏🙏🙏,2024-05-03 06:38:52+00:00,Shabat shalom 🙏🕊️✡️🇮🇱💙🎗️🌸🍀🔥🥰💖pray and raise awareness for causes that touches my heart ❤️ and for the survivors of the 7.10.23 🙏🙏🙏
3359599892253801478,18038962480869584,avaha_ro,Shabat Shalom m 🙌💙💙💙,2024-05-03 06:32:41+00:00,Shabat Shalom me 🙌💙💙💙
3359599892253801478,18009225140181552,alwayslooking4talent,❤️❤️❤️,2024-05-03 06:29:29+00:00,
3359599892253801478,18306642961196202,kaya_life_light,So Sweet,2024-05-03 06:21:02+00:00,So Sweet
3359599892253801478,18024011621504508,lindsaympagano,Shabbat Shalom 🕯️💙🤍🕯️,2024-05-03 06:17:52+00:00,Shabbat Shalom 🕯️💙🤍🕯️
3359599892253801478,18394321525073587,therealloststar,@marcyweisleder 💙✡️💙,2024-05-03 06:08:08+00:00,@marcyweisleder 💙✡️💙
3359599892253801478,17864208843123011,ozcingil,Shabbat Shalom 💙🤍💙🤍,2024-05-03 06:06:21+00:00,Shabbat Shalom 💙🤍💙🤍
3359599892253801478,18043839082697244,marcyweisleder,Shabbat shalom!!!!,2024-05-03 05:58:52+00:00,Shabbat shalom!!!!
3344071835354993583,17933774282840948,smt19691969,"Wow,that woman is a true,survivor,!",2024-05-19 02:01:29+00:00,"Wow,that woman is a true,survivor,!"
3344071835354993583,18035905660919517,alhomidfahad,Nice,2024-05-17 19:08:58+00:00,Nice
3344071835354993583,17878566669016408,sorcha0209,❤️HOW WONDERFUL,2024-05-14 22:00:01+00:00,❤️HOW WONDERFUL
3344071835354993583,18025416968295965,bjcshelpinghand,Wow❤️❤️❤️❤️ Mazal Tov! So beautiful and incredible 🇮🇱🇮🇱🙏🏻.,2024-05-10 16:02:29+00:00,Wow❤️❤️❤️❤️ Mazal Tov! So beautiful and incredible 🇮🇱🇮🇱🙏🏻.
3344071835354993583,18033812575936579,meghanmartin0624,Mazel Tov! ❤️,2024-05-10 11:50:58+00:00,Mazel Tov! ❤️
3344071835354993583,18347092351109307,bjc717,Mazal Tov❤️ What an awesome blessing !!!,2024-05-10 05:03:12+00:00,Mazal Tov❤️ What an awesome blessing !!!
3344071835354993583,17997898403357242,sewjewcreative_and_able,My Grandmother saw 6 generations gather for her 100th. We were lucky enough that her father immigrated prior to the war but we are not totally unaware how lucky we are! Congratulations! We live on! ❤️,2024-05-09 23:34:36+00:00,My Grandmother saw 6 generations gather for her 100th. We were lucky enough that her father immigrated prior to the war but we are not totally unaware how lucky we are! Congratulations! We live on! ❤️
3344071835354993583,17846619060210415,mfrrr1230,❤️❤️❤️,2024-05-08 19:11:57+00:00,
3344071835354993583,18101718571394999,dianamontone,Angelito ❤️,2024-05-08 11:23:33+00:00,Angelito ❤️
3344071835354993583,18024235475117402,arnaudprimo,❤️❤️❤️❤️❤️,2024-05-07 18:20:19+00:00,
3344071835354993583,17888117072962881,robinmamott,You are an inspiration to all Lily. Am Yisrael Chai!,2024-05-07 17:54:36+00:00,You are an inspiration to all Lily. Am Yisrael Chai!
3344071835354993583,18023530220476748,benjaminzaientz,עם ישראל חי!,2024-05-07 14:59:52+00:00,Israel Lives!
3344071835354993583,18059353510559642,dorettidegoede,Ma zal tov to this Beautiful  and vivid 100 years old lady and her descendants.  Am Israel chai ❤️,2024-05-07 14:05:22+00:00,Ma zal tov to this Beautiful  and vivid 100 years old lady and her descendants.  Am Israel chai ❤️
3344071835354993583,18297202573081003,coramackoff,👏❤👏❤,2024-05-07 01:12:23+00:00,
3344071835354993583,18037254697886936,cecilia.bell_fine.art,"That is beautiful to read, I have goosebumps! So wonderful.",2024-05-06 08:10:24+00:00,"That is beautiful to read, I have goosebumps! So wonderful."
3344071835354993583,17978693456678704,addictedtojorts,❤️ Beautiful,2024-05-06 01:35:09+00:00,❤️ Beautiful
3344071835354993583,17998206077356887,dameliopaul,🤍💙🤍💙,2024-05-05 22:10:41+00:00,
3344071835354993583,17933492111753355,radada_me,MAZAL tov❤️,2024-05-05 16:45:24+00:00,MAZAL tov❤️
3344071835354993583,17881767342050338,ahuva_healingheartssiberians,Mazel tov,2024-05-05 07:52:18+00:00,Mazel tov
3344071835354993583,18265943779229486,suzannegesten,L’dor vador …. I have tears of joy for you and your beautiful family. ❤️,2024-05-04 22:09:45+00:00,L’dor vador …. I have tears of joy for you and your beautiful family. ❤️
3344071835354993583,18105644242388355,harriethandler,Mazel Tov ❤️,2024-05-04 10:58:56+00:00,Mazel Tov ❤️
3344071835354993583,18056515552582053,lisacarkeys,Congratulations! ❤️,2024-05-04 00:42:09+00:00,Congratulations! ❤️
3344071835354993583,18063024904489624,jeanninepoler,Mazal tov!!!🌹💝💕,2024-05-03 21:23:38+00:00,Mazal tov!!!🌹💝💕
3344071835354993583,17976155789694272,robinflaxschlossberg,Mazel Tov! How wonderful ❤️,2024-05-03 15:51:28+00:00,Mazel Tov! How wonderful ❤️
3344071835354993583,18027031376096338,possumbaci1,God bless this family 💕,2024-05-03 14:32:39+00:00,God bless this family 💕
3344071835354993583,17862643548116764,nanagummie,Mazel tov🥰😍💕👏🏻💗,2024-05-03 07:55:52+00:00,Mazel tov🥰😍💕👏🏻💗
3344071835354993583,17972867612705074,bellapc8,Mazaltov!🙌❤️,2024-05-03 04:08:06+00:00,Mazaltov!🙌❤️
3344071835354993583,17993703695441227,myramazlin,❤,2024-05-02 21:42:43+00:00,
3344071835354993583,18100685713401435,nancytherealtor,Congratulations that is awesome & she is awesome ❤️🙏,2024-05-02 19:20:18+00:00,Congratulations that is awesome & she is awesome ❤️🙏
3344071835354993583,18024703207902853,tillymay1,Mazel tov,2024-05-02 15:23:47+00:00,Mazel tov
3344071835354993583,18010045511174822,bh.geneve,👏👏👏👏💙💙💙🇮🇱🇮🇱🇮🇱✡️✡️✡️,2024-05-02 09:49:15+00:00,
3344071835354993583,18005656541256235,matthewbeckoff,Mazel tov,2024-05-02 04:08:01+00:00,Mazel tov
3344071835354993583,17842043592221207,barbaharris,Beautiful in every way ….,2024-05-02 00:54:14+00:00,Beautiful in every way ….
3344071835354993583,18313665175178132,laraprince_,How magnificent! ❤️❤️❤️👏👏👏,2024-05-02 00:16:19+00:00,How magnificent! ❤️❤️❤️👏👏👏
3344071835354993583,17872495860085641,joyandhope7,Its so lovely to hear her story.  Bless her x,2024-05-01 23:58:28+00:00,Its so lovely to hear her story.  Bless her x
